country,region,state,city,postal_code,geo_id
Cote d'Ivoire,Western Africa,Haut-Sassandra,Daloa,,525
Mexico,Central America,Coahuila,Saltillo,,526
United Kingdom,Northern Europe,England,Woking,,527
Philippines,Southeastern Asia,Cordillera,Baguio City,,528
United States,Eastern US,Connecticut,Fairfield,6824.0,529
Russia,Eastern Europe,Chelyabinsk,Magnitogorsk,,530
India,Southern Asia,Uttar Pradesh,Varanasi,,531
Brazil,South America,Espírito Santo,Serra,,532
Italy,Southern Europe,Tuscany,Florence,,533
Italy,Southern Europe,Abruzzi,Pescara,,534
United States,Eastern US,Pennsylvania,Philadelphia,19120.0,535
Bangladesh,Southern Asia,Chittagong,Chittagong,,536
Mexico,Central America,Coahuila,Monclova,,537
United Kingdom,Northern Europe,England,Worthing,,538
Brazil,South America,São Paulo,Lençóis Paulista,,539
Australia,Oceania,New South Wales,Coffs Harbour,,540
Iraq,Western Asia,Baghdad,Baghdad,,541
Italy,Southern Europe,Apulia,San Severo,,542
Argentina,South America,San Luis,San Luis,,543
China,Eastern Asia,Guangdong,Guangzhou,,544
India,Southern Asia,Tamil Nadu,Tiruppur,,545
Mexico,Central America,San Luis Potosí,San Luis Potosí,,546
France,Western Europe,Ile-de-France,Le Chesnay,,547
United States,Southern US,Florida,Tamarac,33319.0,548
Czech Republic,Eastern Europe,Prague,Prague,,549
France,Western Europe,Normandy,Dieppe,,550
France,Western Europe,Provence-Alpes-Côte d'Azur,Gap,,551
United States,Eastern US,Pennsylvania,Bethlehem,18018.0,552
China,Eastern Asia,Heilongjiang,Shuangcheng,,553
Central African Republic,Central Africa,Bangui,Bangui,,554
New Zealand,Oceania,Hawke's Bay,Hastings,,555
Canada,Canada,Ontario,Waterloo,,556
Mexico,Central America,Guanajuato,Irapuato,,557
China,Eastern Asia,Guangdong,Xinyi,,558
India,Southern Asia,Rajasthan,Bhilwara,,559
United States,Central US,Illinois,Chicago,60623.0,560
Belgium,Western Europe,Antwerp,Antwerp,,561
United States,Eastern US,New York,New York City,10024.0,562
Australia,Oceania,New South Wales,Orange,,563
New Zealand,Oceania,Hawke's Bay,Napier,,564
Mexico,Central America,Coahuila,Torreón,,565
Japan,Eastern Asia,Chiba,Noda,,566
Benin,Western Africa,Ouémé,Porto-Novo,,567
France,Western Europe,Nord-Pas-de-Calais-Picardie,Outreau,,568
France,Western Europe,Auvergne-Rhône-Alpes,Bourg-en-Bresse,,569
Brazil,South America,São Paulo,Americana,,570
Iran,Southern Asia,Esfahan,Kashan,,571
Australia,Oceania,Victoria,Sunbury,,572
Germany,Western Europe,North Rhine-Westphalia,Herford,,573
Australia,Oceania,Queensland,Cairns,,574
Ukraine,Eastern Europe,L'viv,L'viv,,575
Norway,Northern Europe,Oslo,Oslo,,576
Iraq,Western Asia,Arbil,Arbil,,577
United States,Western US,California,Anaheim,92804.0,578
United States,Western US,California,Brentwood,94513.0,579
United Kingdom,Northern Europe,England,Bradford,,580
Dominican Republic,Caribbean,San Pedro de Macorís,San Pedro de Macorís,,581
Nicaragua,Central America,Estelí,Estelí,,582
Spain,Southern Europe,Basque Country,San Sebastian,,583
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Schiltigheim,,584
Cuba,Caribbean,Pinar del Río,Consolación del Sur,,585
Morocco,North Africa,Tanger-Tétouan,Tangier,,586
Bolivia,South America,Oruro,Oruro,,587
Germany,Western Europe,Bavaria,Munich,,588
India,Southern Asia,Maharashtra,Malegaon,,589
Germany,Western Europe,North Rhine-Westphalia,Euskirchen,,590
Japan,Eastern Asia,Gunma,Sakai,,591
Russia,Eastern Europe,Amur,Blagoveshchensk,,592
Mexico,Central America,Baja California,Tijuana,,593
India,Southern Asia,Telangana,Hyderabad,,594
France,Western Europe,Ile-de-France,Villeneuve-Saint-Georges,,595
Japan,Eastern Asia,Gunma,Takasaki,,596
United States,Southern US,Tennessee,Nashville,37211.0,597
India,Southern Asia,Chhattisgarh,Bhilai,,598
United States,Southern US,Alabama,Montgomery,36116.0,599
Albania,Southern Europe,Durrës,Durres,,600
Germany,Western Europe,Hesse,Frankfurt,,601
China,Eastern Asia,Anhui,Anqing,,602
Mexico,Central America,Tamaulipas,Victoria,,603
United States,Western US,Utah,Provo,84604.0,604
Chile,South America,Atacama,Copiapó,,605
Mexico,Central America,Baja California,Ensenada,,606
Dominican Republic,Caribbean,La Romana,La Romana,,607
Martinique,Caribbean,Martinique,Fort-de-France,,608
United Kingdom,Northern Europe,England,Kingswood,,609
Germany,Western Europe,Rhineland-Palatinate,Trier,,610
United Kingdom,Northern Europe,England,Leeds,,611
China,Eastern Asia,Guangdong,Luoyang,,612
Brazil,South America,Rio de Janeiro,Petrópolis,,613
Finland,Northern Europe,Uusimaa,Vantaa,,614
France,Western Europe,Ile-de-France,Noisy-le-Grand,,615
Syria,Western Asia,Hims,Homs,,616
China,Eastern Asia,Liaoning,Liaoyang,,617
Brazil,South America,Tocantins,Araguaína,,618
Indonesia,Southeastern Asia,Bali,Denpasar,,619
France,Western Europe,Provence-Alpes-Côte d'Azur,Toulon,,620
India,Southern Asia,Maharashtra,Pune,,621
United States,Western US,Colorado,Longmont,80501.0,622
South Korea,Eastern Asia,Gyeonggi,Goyang,,623
India,Southern Asia,Maharashtra,Kalyan,,624
Bangladesh,Southern Asia,Khulna,Khulna,,625
India,Southern Asia,Tamil Nadu,Avadi,,626
Indonesia,Southeastern Asia,Jawa Tengah,Semarang,,627
Germany,Western Europe,Baden-Württemberg,Stuttgart,,628
Russia,Eastern Europe,Chelyabinsk,Chelyabinsk,,629
China,Eastern Asia,Guangdong,Zhanjiang,,630
Canada,Canada,Saskatchewan,Regina,,631
China,Eastern Asia,Hunan,Yueyang,,632
Germany,Western Europe,Baden-Württemberg,Reutlingen,,633
France,Western Europe,Nord-Pas-de-Calais-Picardie,Arras,,634
Japan,Eastern Asia,Chiba,Matsudo,,635
Cuba,Caribbean,Granma,Bayamo,,636
Mexico,Central America,Tamaulipas,Reynosa,,637
United Kingdom,Northern Europe,England,Chester,,638
Germany,Western Europe,Mecklenburg-Vorpommern,Rostock,,639
Belgium,Western Europe,Namur,Namur,,640
Germany,Western Europe,North Rhine-Westphalia,Aachen,,641
Iran,Southern Asia,Gilan,Rasht,,642
United States,Southern US,Florida,Tampa,33614.0,643
Brazil,South America,Maranhão,Grajaú,,644
Japan,Eastern Asia,Saitama,Koshigaya,,645
Lebanon,Western Asia,Beirut,Beirut,,646
Spain,Southern Europe,Andalusía,Huelva,,647
China,Eastern Asia,Anhui,Hefei,,648
Philippines,Southeastern Asia,National Capital,Valenzuela,,649
India,Southern Asia,Tamil Nadu,Thanjavur,,650
Indonesia,Southeastern Asia,Jawa Tengah,Tegal,,651
United States,Western US,California,Los Angeles,90049.0,652
France,Western Europe,Ile-de-France,Sevran,,653
United Kingdom,Northern Europe,England,Hastings,,654
Sweden,Northern Europe,Halland,Halmstad,,655
Netherlands,Western Europe,North Holland,Amstelveen,,656
Italy,Southern Europe,Campania,Portici,,657
United States,Eastern US,Pennsylvania,Philadelphia,19140.0,658
United States,Southern US,Virginia,Springfield,22153.0,659
United States,Eastern US,Ohio,Cleveland,44105.0,660
Australia,Oceania,South Australia,Murray Bridge,,661
China,Eastern Asia,Shandong,Tengzhou,,662
France,Western Europe,Ile-de-France,Bagneux,,663
Indonesia,Southeastern Asia,Kalimantan Timur,Balikpapan,,664
India,Southern Asia,Punjab,Bhatinda,,665
Mexico,Central America,Veracruz,Poza Rica de Hidalgo,,666
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Colmar,,667
France,Western Europe,Ile-de-France,Clichy-sous-Bois,,668
France,Western Europe,Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,,669
Philippines,Southeastern Asia,Calabarzon,Antipolo,,670
France,Western Europe,Nord-Pas-de-Calais-Picardie,Creil,,671
Brazil,South America,Parana,Curitiba,,672
Morocco,North Africa,Rabat-Salé-Zemmour-Zaer,Sale,,673
Australia,Oceania,New South Wales,Albury,,674
Turkey,Western Asia,Kutahya,Kutahya,,675
China,Eastern Asia,Heilongjiang,Daqing,,676
Canada,Canada,Ontario,Vaughan,,677
Australia,Oceania,Queensland,Rockhampton,,678
United States,Western US,California,Redondo Beach,90278.0,679
Ghana,Western Africa,Greater Accra,Accra,,680
Brazil,South America,Minas Gerais,Conselheiro Lafaiete,,681
China,Eastern Asia,Jiangsu,Jiangdu,,682
Bolivia,South America,Cochabamba,Cochabamba,,683
United Kingdom,Northern Europe,England,Wolverhampton,,684
India,Southern Asia,Maharashtra,Mumbai,,685
Australia,Oceania,Queensland,Caloundra,,686
United States,Western US,New Mexico,Carlsbad,88220.0,687
Chile,South America,Biobio,Talcahuano,,688
Chile,South America,Santiago,Santiago,,689
Kenya,Eastern Africa,Nairobi,Nairobi,,690
Canada,Canada,Ontario,Whitby,,691
United States,Central US,Texas,Plano,75023.0,692
New Zealand,Oceania,Taranaki,New Plymouth,,693
Italy,Southern Europe,Lombardy,Sesto San Giovanni,,694
China,Eastern Asia,Hebei,Tangshan,,695
United States,Eastern US,Ohio,Lorain,44052.0,696
Australia,Oceania,New South Wales,Lismore,,697
Mali,Western Africa,Sikasso,Sikasso,,698
United States,Southern US,Mississippi,Jackson,39212.0,699
Brazil,South America,Amapá,Macapá,,700
United Kingdom,Northern Europe,England,Nottingham,,701
Australia,Oceania,Western Australia,Mandurah,,702
Italy,Southern Europe,Veneto,Venice,,703
Germany,Western Europe,North Rhine-Westphalia,Dormagen,,704
Spain,Southern Europe,Basque Country,Bilbao,,705
Turkey,Western Asia,Istanbul,Bagcilar,,706
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Bressuire,,707
France,Western Europe,Ile-de-France,Houilles,,708
India,Southern Asia,Maharashtra,Solapur,,709
Italy,Southern Europe,Tuscany,Capannori,,710
Japan,Eastern Asia,Saitama,Kawagoe,,711
China,Eastern Asia,Jiangsu,Yangzhou,,712
Mexico,Central America,Nuevo León,Monterrey,,713
Libya,North Africa,Misratah,Misratah,,714
Mexico,Central America,Distrito Federal,Tlalpan,,715
Cuba,Caribbean,Matanzas,Matanzas,,716
Vietnam,Southeastern Asia,Tỉnh Cần Thơ,Can Tho,,717
Cuba,Caribbean,Las Tunas,Las Tunas,,718
France,Western Europe,Ile-de-France,Villeneuve-le-Roi,,719
India,Southern Asia,Tamil Nadu,Tiruchchirappalli,,720
France,Western Europe,Provence-Alpes-Côte d'Azur,Vitrolles,,721
China,Eastern Asia,Hunan,Hengyang,,722
United States,Western US,California,Los Angeles,90008.0,723
United States,Central US,Nebraska,Omaha,68104.0,724
El Salvador,Central America,San Salvador,Ilopango,,725
Turkey,Western Asia,Izmir,Torbali,,726
India,Southern Asia,Maharashtra,Bhiwandi,,727
New Zealand,Oceania,Manawatu-Wanganui,Palmerston North,,728
China,Eastern Asia,Henan,Kaifeng,,729
Canada,Canada,British Columbia,Abbotsford,,730
Chile,South America,Valparaíso,Villa Alemana,,731
United States,Eastern US,Massachusetts,Lawrence,1841.0,732
Mexico,Central America,México,Tlalnepantla,,733
Brazil,South America,Rio de Janeiro,São Gonçalo,,734
Poland,Eastern Europe,Silesia,Katowice,,735
Venezuela,South America,Lara,Carora,,736
Spain,Southern Europe,Valenciana,Orihuela,,737
Iran,Southern Asia,Fars,Fasa,,738
Trinidad and Tobago,Caribbean,San Fernando,San Fernando,,739
Germany,Western Europe,Rhineland-Palatinate,Mainz,,740
Germany,Western Europe,North Rhine-Westphalia,Gronau,,741
China,Eastern Asia,Anhui,Bengbu,,742
Ireland,Northern Europe,Dublin,Dublin,,743
France,Western Europe,Provence-Alpes-Côte d'Azur,Antibes,,744
Brazil,South America,Rio Grande do Norte,Natal,,745
France,Western Europe,Brittany,Concarneau,,746
United States,Western US,Utah,West Jordan,84084.0,747
Germany,Western Europe,North Rhine-Westphalia,Solingen,,748
Australia,Oceania,Northern Territory,Palmerston,,749
Morocco,North Africa,Marrakech-Tensift-El Haouz,Marrakech,,750
Germany,Western Europe,North Rhine-Westphalia,Cologne,,751
United Kingdom,Northern Europe,England,Reading,,752
United States,Central US,Indiana,Noblesville,46060.0,753
China,Eastern Asia,Hubei,Xinshi,,754
Bulgaria,Eastern Europe,Sofiya-Grad,Sofia,,755
Ukraine,Eastern Europe,Dnipropetrovs'k,Kryvyy Rih,,756
France,Western Europe,Ile-de-France,Cachan,,757
United Kingdom,Northern Europe,England,Carlisle,,758
United States,Central US,Illinois,Palatine,60067.0,759
Colombia,South America,Quindío,Montenegro,,760
United States,Central US,Texas,Dallas,75081.0,761
Malaysia,Southeastern Asia,Perak,Ipoh,,762
China,Eastern Asia,Hubei,Xiaogan,,763
China,Eastern Asia,Shanxi,Yuci,,764
Russia,Eastern Europe,Dagestan,Makhachkala,,765
China,Eastern Asia,Jilin,Gongzhuling,,766
Australia,Oceania,Tasmania,Devonport,,767
Germany,Western Europe,North Rhine-Westphalia,Bottrop,,768
Indonesia,Southeastern Asia,Jawa Timur,Jember,,769
China,Eastern Asia,Jilin,Shulan,,770
Germany,Western Europe,Baden-Württemberg,Ulm,,771
United Kingdom,Northern Europe,England,Sheffield,,772
Algeria,North Africa,Guelma,Guelma,,773
Sweden,Northern Europe,Stockholm,Stockholm,,774
China,Eastern Asia,Shandong,Liaocheng,,775
Austria,Western Europe,Tyrol,Innsbruck,,776
China,Eastern Asia,Guangdong,Shantou,,777
Panama,Central America,Panama,Panama City,,778
Brazil,South America,Pernambuco,Cabo de Santo Agostinho,,779
Germany,Western Europe,North Rhine-Westphalia,Castrop-Rauxel,,780
France,Western Europe,Ile-de-France,Saint-Germain-en-Laye,,781
India,Southern Asia,Odisha,Cuttack,,782
Netherlands,Western Europe,North Brabant,Tilburg,,783
Spain,Southern Europe,Madrid,Parla,,784
India,Southern Asia,Punjab,Ludhiana,,785
China,Eastern Asia,Shanxi,Xinzhou,,786
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,La Rochelle,,787
United States,Eastern US,Massachusetts,Franklin,2038.0,788
Colombia,South America,Atlántico,Soledad,,789
Israel,Western Asia,Tel Aviv,Ramat Aviv,,790
Brazil,South America,Pernambuco,Paulista,,791
Australia,Oceania,New South Wales,Wagga Wagga,,792
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Lunel,,793
Brazil,South America,Paraíba,Cajazeiras,,794
China,Eastern Asia,Shandong,Laiyang,,795
United States,Western US,Nevada,Las Vegas,89115.0,796
France,Western Europe,Ile-de-France,Guyancourt,,797
Spain,Southern Europe,Castile and León,Zamora,,798
United States,Central US,Texas,Round Rock,78664.0,799
Nigeria,Western Africa,Lagos,Lagos,,800
China,Eastern Asia,Shandong,Ninghai,,801
Indonesia,Southeastern Asia,Jawa Barat,Bogor,,802
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Nancy,,803
Colombia,South America,Antioquia,Bello,,804
Guatemala,Central America,Chimaltenango,Chimaltenango,,805
Spain,Southern Europe,Catalonia,El Prat de Llobregat,,806
United States,Central US,Minnesota,Minneapolis,55407.0,807
Indonesia,Southeastern Asia,Sumatera Utara,Pematangsiantar,,808
Spain,Southern Europe,Castile-La Mancha,Albacete,,809
Cuba,Caribbean,Villa Clara,Santa Clara,,810
Brazil,South America,Parana,Maringá,,811
Chile,South America,Los Lagos,Osorno,,812
Italy,Southern Europe,Apulia,Brindisi,,813
United Kingdom,Northern Europe,England,Doncaster,,814
Mexico,Central America,Nuevo León,Santa Catarina,,815
Algeria,North Africa,Annaba,Annaba,,816
Netherlands,Western Europe,Utrecht,Utrecht,,817
Japan,Eastern Asia,Nagasaki,Nagasaki,,818
Australia,Oceania,Western Australia,Albany,,819
Philippines,Southeastern Asia,National Capital,Las Pinas,,820
United States,Western US,Arizona,Mesa,85204.0,821
Malaysia,Southeastern Asia,Selangor,Shah Alam,,822
United Kingdom,Northern Europe,England,Birmingham,,823
Vietnam,Southeastern Asia,Kiên Giang,Rach Gia,,824
China,Eastern Asia,Guangdong,Dongguan,,825
France,Western Europe,Ile-de-France,Fontainebleau,,826
Bolivia,South America,Santa Cruz,Santa Cruz de la Sierra,,827
Ukraine,Eastern Europe,Donetsk,Donets'k,,828
United States,Central US,Texas,Houston,77095.0,829
United Kingdom,Northern Europe,Wales,Cardiff,,830
United States,Western US,California,Stockton,95207.0,831
France,Western Europe,Auvergne-Rhône-Alpes,Villeurbanne,,832
Mexico,Central America,México,Nicolás Romero,,833
Zambia,Eastern Africa,Copperbelt,Chililabombwe,,834
United States,Southern US,North Carolina,Charlotte,28205.0,835
France,Western Europe,Ile-de-France,Nanterre,,836
China,Eastern Asia,Xinjiang Uygur,Shihezi,,837
France,Western Europe,Auvergne-Rhône-Alpes,Givors,,838
Haiti,Caribbean,Ouest,Carrefour,,839
Romania,Eastern Europe,Brasov,Brasov,,840
France,Western Europe,Auvergne,Vichy,,841
Japan,Eastern Asia,Hiroshima,Kure,,842
United Kingdom,Northern Europe,England,Derby,,843
Netherlands,Western Europe,Gelderland,Arnhem,,844
Italy,Southern Europe,Lazio,Aprilia,,845
New Zealand,Oceania,Auckland,Waitakere,,846
United States,Central US,Texas,Houston,77070.0,847
Vietnam,Southeastern Asia,Thủ Dô Hà Nội,Hanoi,,848
Belgium,Western Europe,Limburg,Genk,,849
Brazil,South America,Pará,Castanhal,,850
Italy,Southern Europe,Liguria,La Spezia,,851
China,Eastern Asia,Jiangsu,Jiangyan,,852
United States,Western US,California,Los Angeles,90032.0,853
United States,Central US,Texas,Grand Prairie,75051.0,854
United Kingdom,Northern Europe,England,Littlehampton,,855
Indonesia,Southeastern Asia,Sumatera Barat,Padang,,856
China,Eastern Asia,Henan,Yunyang,,857
India,Southern Asia,Rajasthan,Fatehpur,,858
China,Eastern Asia,Jiangsu,Changshu,,859
Ecuador,South America,Los Rios,Quevedo,,860
China,Eastern Asia,Jiangsu,Changzhou,,861
Saudi Arabia,Western Asia,Al Jawf,Sakaka,,862
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Saint-Dizier,,863
United Kingdom,Northern Europe,England,Stourbridge,,864
Brazil,South America,Maranhão,Presidente Dutra,,865
United Kingdom,Northern Europe,England,Bognor Regis,,866
China,Eastern Asia,Jiangsu,Xuzhou,,867
China,Eastern Asia,Zhejiang,Ninghai,,868
Barbados,Caribbean,Saint Michael,Bridgetown,,869
France,Western Europe,Nord-Pas-de-Calais-Picardie,Beauvais,,870
United Kingdom,Northern Europe,England,South Shields,,871
United States,Eastern US,Rhode Island,Providence,2908.0,872
Mexico,Central America,Tamaulipas,Nuevo Laredo,,873
Canada,Canada,Quebec,Montréal,,874
Nigeria,Western Africa,Kano,Kano,,875
India,Southern Asia,Madhya Pradesh,Dewas,,876
Spain,Southern Europe,Castile-La Mancha,Puertollano,,877
United States,Western US,California,Rancho Cucamonga,91730.0,878
Germany,Western Europe,North Rhine-Westphalia,Bonn,,879
France,Western Europe,Provence-Alpes-Côte d'Azur,Arles,,880
Spain,Southern Europe,Murcia,Murcia,,881
United Kingdom,Northern Europe,England,Liverpool,,882
Morocco,North Africa,Fès-Boulemane,Fes,,883
United Kingdom,Northern Europe,England,Farnborough,,884
China,Eastern Asia,Sichuan,Suining,,885
Germany,Western Europe,North Rhine-Westphalia,Herne,,886
Cuba,Caribbean,Ciego de Ávila,Ciego de Ávila,,887
Russia,Eastern Europe,Arkhangel'sk,Arkhangelsk,,888
Slovenia,Southern Europe,Ljubljana,Ljubljana,,889
Ukraine,Eastern Europe,Chernihiv,Nizhyn,,890
Australia,Oceania,Queensland,Mount Isa,,891
Mali,Western Africa,Bamako,Bamako,,892
Uruguay,South America,Montevideo,Montevideo,,893
Mexico,Central America,Nayarit,Tepic,,894
Ukraine,Eastern Europe,Dnipropetrovs'k,Dnipropetrovs'k,,895
India,Southern Asia,Uttar Pradesh,Gorakhpur,,896
Italy,Southern Europe,Sicily,Catania,,897
France,Western Europe,Ile-de-France,Grigny,,898
China,Eastern Asia,Sichuan,Yibin,,899
Madagascar,Eastern Africa,Boeny,Mahajanga,,900
Algeria,North Africa,Saida,Saida,,901
France,Western Europe,Ile-de-France,Cergy,,902
Russia,Eastern Europe,Stavropol',Arzgir,,903
United Kingdom,Northern Europe,England,Gravesend,,904
China,Eastern Asia,Beijing,Mentougou,,905
Mozambique,Eastern Africa,Nampula,Nampula,,906
Australia,Oceania,Victoria,Traralgon,,907
Ukraine,Eastern Europe,Vinnytsya,Vinnytsya,,908
United States,Eastern US,Ohio,Cincinnati,45231.0,909
New Zealand,Oceania,Canterbury,Timaru,,910
